issuekey,title,description,storypoint
MESOS-2917,specify correct libnl version configure check,currently configureac lists required libnl version however caused minimum required version bumped configure check thus fails error execution dependency captured build step,1
MESOS-2919,framework overcommit oversubscribable resources master failover,due bug hierarchical allocator sequence events slave uses fixed resource estimator advertise revocable cpus framework launches task uses revocable cpus master fails slave reregisters new master sends updateslavemessage revocable cpus oversubscribed resources framework hasnt registered yet therefore slaves available resources revocable cpus framework registered receive additional revocable cpus launch another task revocable cpus means total problem due way calculate allocated resource allocator updateslave framework registered allocation accurate check block addslave code template class rolesorter class frameworksorter void hierarchicalallocatorprocessrolesorter frameworksorterupdateslave const slaveid slaveid const resources oversubscribed checkinitialized checkslavescontainsslaveid check oversubscribed resources revocable checkeqoversubscribed oversubscribedrevocable update total resources first remove old oversubscribed resources total slavesslaveidtotal slavesslaveidtotalrevocable add new estimate oversubscribed resources slavesslaveidtotal oversubscribed update total resources role sorter rolesorterupdate slaveid slavesslaveidtotalunreserved calculate current allocation oversubscribed resources resources allocation foreachkey const stdstring role roles allocation rolesorterallocationrole slaveidrevocable update available resources first remove old oversubscribed resources available slavesslaveidavailable slavesslaveidavailablerevocable add new estimate available oversubscribed resources slavesslaveidavailable oversubscribed allocation loginfo slave slaveid slavesslaveidhostname updated oversubscribed resources oversubscribed total slavesslaveidtotal available slavesslaveidavailable allocateslaveid template class rolesorter class frameworksorter void hierarchicalallocatorprocessrolesorter frameworksorteraddslave const slaveid slaveid const slaveinfo slaveinfo const resources total const hashmapframeworkid resources used checkinitialized checkslavescontainsslaveid rolesorteraddslaveid totalunreserved foreachpair const frameworkid frameworkid const resources allocated used frameworkscontainsframeworkid const stdstring role frameworksframeworkidrole todobmahler validate reserved resources frameworks role rolesorterallocatedrole slaveid allocatedunreserved frameworksortersroleaddslaveid allocated frameworksortersroleallocated frameworkidvalue slaveid allocated code,3
MESOS-2920,add move constructors assignment try,lets add move constructors move assignment operators try similarly done option,3
MESOS-2921,add move constructors assignment result,lets add move constructors move assignment operators result similarly done option,3
MESOS-2922,add move constructors assignment future,lets add move constructors move assignment operators future similarly done option currently one move constructor futuret assignment operator,3
MESOS-2923,fetchercpp problem certificates,mesos built installed sources accordingly instructions given problem certificates every time try deploy something requires downloading resource via uri specified via marathon deployment fails get message failed apps sandbox code fetchercpp error downloading resource problem ssl cert path access rights code trying download resource slave curl wget works without problems moreover install exactly version mesos mesospheres debs identical machines set ansible scripts everything works fine well guess must something related way mesos built maybe missing switch configure make ideas,2
MESOS-2925,invalid usage atomicflaginit member initialization,specification states macro atomicflaginit shall defined way used initialize object type atomicflag clear state macro used form atomicflag guard atomicflaginit unspecified whether macro used initialization contexts clang catches although reports erroneously braced scaled init issue refuses compile libprocess,1
MESOS-2926,extend mesosstylepycpplintpy check include files,cpplintpy provides capability enforce style guide requirements including everything use ordering files based type work mesos use include project files expects include update style checker support include usage turn default commit hook,1
MESOS-2928,update stout include headers,update stout include headers symbols rely reorder comply style guide,2
MESOS-2936,create design document quota support master,create design document quota feature support mesos master excluding allocator shared mesos community design doc,8
MESOS-2937,initial design document quota support allocator,create design document quota feature support builtin hierarchical drf allocator shared mesos community,5
MESOS-2938,linux docker inspect crashes,linux simple task executed docker container executor sandbox stderr shows backtrace aborted unix time try date using gnu date xffffbd unknown sigsegv xfffffffffffffff received pid tid xfffefb pid stack trace xffffa unknown xffffbd unknown xffffbdf unknown dockercontainercontainer xffffbfaa optionoption xffffc optionoperator xffffcef tryoperator xffffcee resultoperator xffffca processfutureset xffffbff processpromiseset xffffbee dockerinspect xffffbecf zzndockerinspecterkssrknprocessownedinspromiseinscontainereeeeerkoptionidurationensfutureisseerknssubprocesseenkulrksgeclesl xffffbee zznkprocessfutureisseonanyizndockerinspecterkssrknsownedinspromiseinscontainereeeeerkoptionidurationesrknssubprocesseeulrkseveesmotnsprefereenulsmeclesm xffffbedd znstfunctionhandlerifvrknprocessfutureisseeeznksonanyizndockerinspecterkssrknsownedinspromiseinscontainereeeeerkoptionidurationesrknssubprocesseeulseveesotnsprefereeulseeminvokeerkstanydatas xffffceadd stdfunctionoperator xffffce processfutureonany xffffbea znkprocessfutureisseonanyizndockerinspecterkssrknsownedinspromiseinscontainereeeeerkoptionidurationesrknssubprocesseeulrkseveesmotnsprefere xffffbef znkprocessfutureisseonanyizndockerinspecterkssrknsownedinspromiseinscontainereeeeerkoptionidurationesrknssubprocesseeulrkseeesmot xffffbec dockerinspect xffffbec zzndockerinspecterkssrknprocessownedinspromiseinscontainereeeeerkoptionidurationeenkulveclev xffffbeca zznkprocessfutureioptioniieeonanyizndockerinspecterkssrknsownedinspromiseinscontainereeeeerksidurationeeulveveerksotnslessprefereenulsleclesl xffffbeb znstfunctionhandlerifvrknprocessfutureioptioniieeeeznksonanyizndockerinspecterkssrknsownedinspromiseinscontainereeeeerksidurationeeulveveesotnslessprefereeulseeminvokeerkstanydatas xffffceb stdfunctionoperator xffffaa znprocessinternalrunistfunctionifvrknsfutureioptioniieeeeejrseeevrkstvectoritsaisdeedpot xffffed processfutureset xffffe processpromiseset xfffffaec processinternalcleanup xffff znstbindifpfvrknprocessfutureioptioniieeepnspromiseiseerknssubprocesseestplaceholderilieessaeecalliviseilmelmelmeeeetosttupleiidpteestindextupleiixspteee xffffbcd znstbindifpfvrknprocessfutureioptioniieeepnspromiseiseerknssubprocesseestplaceholderilieessaeeclijseveetdpot xffffa zznkprocessfutureioptioniieeonanyistbindifpfvrkspnspromiseiseerknssubprocesseestplaceholderilieesasbeeveesotnsprefereenulsecles xffffd znstfunctionhandlerifvrknprocessfutureioptioniieeeeznksonanyistbindifpfvspnspromiseiseerknssubprocesseestplaceholderilieescsdeeveesotnsprefereeulseeminvokeerkstanydatas xffffceb stdfunctionoperator end,1
MESOS-2939,testing new workflow,simple test story try new workflow unfortunately testing getting work seems something actually take time tracking,3
MESOS-2940,reconciliation expensive large numbers tasks,weve observed implicit explicit reconciliation expensive large numbers tasks noformat titleexplicit tasks secs mastercpp performing explicit task state reconciliation tasks framework name sipport mastercpp removing task resources framework slave slaveipport host noformat noformat titleimplicit tasks secs mastercpp performing implicit task state reconciliation framework name sipport mastercpp scheduling shutdown slave due health check timeout noformat lets add benchmark see bottlenecks guide improvements,3
MESOS-2941,add benchmark task reconciliation,per mesos would great benchmark task reconciliation given large numbers tasks guide attempts improving performance,1
MESOS-2943,mesos fails compile mac libssl libevent enabled,configure enabledebug enablelibevent enablessl make produces following error pollcpp echo rdpartylibprocesssrclibeventpollcpp libtool compile dpackagenamelibprocess dpackagetarnamelibprocess dpackageversion dpackagestringlibprocess dpackagebugreport dpackageurl dpackagelibprocess dversion dstdcheaders dhavesystypesh dhavesysstath dhavestdlibh dhavestringh dhavememoryh dhavestringsh dhaveinttypesh dhavestdinth dhaveunistdh dhavedlfcnh dltobjdirlibs dhaveaprpoolsh dhavelibapr dhavesvnversionh dhavelibsvnsubr dhavesvndeltah dhavelibsvndelta dhavelibcurl dhaveeventeventh dhavelibevent dhaveeventthreadh dhavelibeventpthreads dhaveopensslsslh dhavelibssl dhavelibcrypto dhaveeventbuffereventsslh dhavelibeventopenssl dusesslsocket dhavepthreadprioinherit dhavepthread dhavelibz dhavelibdl irdpartylibprocess irdpartylibprocessinclude irdpartylibprocessrdpartystoutinclude irdpartyboost irdpartylibev irdpartypicojsonf irdpartyglogsrc irdpartyry iusrlocaloptopensslinclude iusrlocaloptlibeventinclude iusrlocaloptsubversionincludesubversion iusrincludeapr iusrincludeapr stdc stdliblibc dgtestuseowntrtuple libprocesslalibeventpolllo depslibprocesslalibeventpolltpo rdpartylibprocesssrclibeventpollcpp fnocommon dpic libprocesslalibeventpollo depslibprocesslasockettpo depslibprocesslasocketplo depslibprocesslasubprocesstpo depslibprocesslasubprocessplo depslibprocesslalibeventtpo depslibprocesslalibeventplo depslibprocesslametricstpo depslibprocesslametricsplo file included rdpartylibprocesssrclibeventsslsocketcpp file included rdpartylibprocessincludeprocessqueuehpp rdpartylibprocessincludeprocessfuturehpp error viable conversion const processfutureconst processfutureprocessnetworksocket const processnetworksocket setu rdpartylibprocesssrclibeventsslsocketcpp note instantiation function template specialization processfutureprocessnetworksocketfutureprocessfutureconst processfutureprocessnetworksocket requested return acceptqueueget rdpartylibprocessincludeprocesssockethpp note candidate constructor implicit move constructor viable known conversion const processfutureconst processfutureprocessnetworksocket processnetworksocket argument class socket rdpartylibprocessincludeprocesssockethpp note candidate constructor implicit copy constructor viable known conversion const processfutureconst processfutureprocessnetworksocket const processnetworksocket argument class socket rdpartylibprocessincludeprocessfuturehpp note passing argument parameter bool setconst error generated make libprocesslalibeventsslsocketlo error make waiting unfinished jobs depslibprocesslalibeventpolltpo depslibprocesslalibeventpollplo depslibprocesslaopenssltpo depslibprocesslaopensslplo depslibprocesslaprocesstpo depslibprocesslaprocessplo make allrecursive error make allrecursive error make error make allrecursive error,2
MESOS-2944,use expect test relying checked condition afterwards,dockercontainerizertest following pattern code expectneu offersgetsize const offer offer offersget code rely value afterwards use assertne instead case test fail immediately,1
MESOS-2946,authorizer module interface design,hmotivation design interface covering authorizer modules staying minimally invasive regards changes existing localauthorizer implementation,2
MESOS-2947,authorizer module implementation integration tests,hmotivation provide example authorizer module based localauthorizer implementation make sure authorizer module fully unit integration tested within mesos test suite,8
MESOS-2949,draft design generalized authorizer interface,mentioned mesos current mesosauthorizer interface rather inflexible new actions objects need added new api needs designed way allows arbitrary actions objects added authorization mechanism without recompile mesos,3
MESOS-2950,implement current mesos authorizer terms generalized authorizer interface,order maintain compatibility existent versions mesos well prove flexibility generalized mesosauthorizer design current authorization mechanism acl definitions needs run updated interface without changes noticeable current authorization users,8
MESOS-2951,inefficient container usage collection,docker containerizer currently collects usage statistics calling oss process statistics scope making efficient say querying cgroups file system,3
MESOS-2956,stack trace isolator tests linux,perfeventisolatortest fails stack trace run linux test perfeventisolatortest run perfeventisolatortestrootcgroupssample isolatortestscpp checksomeisolator failed create perfevent isolator invalid events cycles taskclock check failure stack trace xabeaeeba googlelogmessagefail xabeaeea googlelogmessagesendtolog xabeaee googlelogmessageflush xabeafc googlelogmessagefatallogmessagefatal xbc checkfatalcheckfatal xced mesosinternaltestsperfeventisolatortestrootcgroupssampletesttestbody xfb testinginternalhandlesehexceptionsinmethodifsupported xace testinginternalhandleexceptionsinmethodifsupported testingtestrun testingtestinforun xda testingtestcaserun testinginternalunittestimplrunalltests xaae testinginternalhandlesehexceptionsinmethodifsupported xbc testinginternalhandleexceptionsinmethodifsupported testingunittestrun xcdcc main xabefdbec unknown unknown make checklocal aborted core dumped run usercgroupisolatortestrootcgroupsusercgroup isolatortestscpp checksomeisolator failed create perfevent isolator invalid events cpucycles check failure stack trace xbaebdba googlelogmessagefail xbaebda googlelogmessagesendtolog xbaebd googlelogmessageflush xbaebc googlelogmessagefatallogmessagefatal xbc checkfatalcheckfatal xcddb mesosinternaltestsusercgroupisolatortestrootcgroupsusercgrouptesttestbody xfc testinginternalhandlesehexceptionsinmethodifsupported xadca testinginternalhandleexceptionsinmethodifsupported testingtestrun xae testingtestinforun testingtestcaserun testinginternalunittestimplrunalltests xaada testinginternalhandlesehexceptionsinmethodifsupported xbaef testinginternalhandleexceptionsinmethodifsupported xac testingunittestrun xcdcf main xbaaec unknown unknown make checklocal aborted core dumped,1
MESOS-2957,add version masterinfo,help schedulers figure version master interacting see mesos additional context,1
MESOS-2958,update call protobuf move top level frameworkinfo inside subscribe,better frameworkinfo included subscribe message needs added instead every call instead top level call contain frameworkid identify framework making call,3
MESOS-2961,add cpuacct subsystem utils cgroups,current cgroups implementation cpuacct subsystem implementation subsystem reports important metrics like user system cpu ticks spent process cgroups namespace subsystem specific utilities cpu memory etc could use subsystems specific utils cpuacct future could also view cgroups mesossubsystem features like event notifications although refactoring cgroups would different epic listing possible tasks hierarchies subsystems abstracted represent domain create cgroups service cgroups service listen update events files like stats would interrupt based systemmaybe use linux fsnotify cgroups service services events mesos containers example,2
MESOS-2962,slave fails abort stacktrace dns cannot resolve hostname,dns cannot resolve hostnametoip slave node correctly return error object fail segfault code adds userfriendly message exits normally exitfailure code example forcing netgetip always return error causes slave exit like noformat binmesosslavesh master warning logging initgooglelogging written stderr processcpp could obtain address stratoslocal dns service may able resolve marco echo noformat,1
MESOS-2964,libprocess support peek,finally wish could code iopeekrequestsocket thenrequestconst string data comment rules datalength rule else rule else rule ssl acceptsslcallbackrequest else code,3
MESOS-2965,add implicit cast string operator path,example codeinline trynothing rmconst stdstring pathcode overload codeinline trynothing rmconst path pathcode implementation something like code inline trynothing rmconst path path rmpathvalue code,2
MESOS-2966,socketpeer socketaddress might fail ssl enabled,libevent ssl currently uses secondary need virtualize get function socket interface,5
MESOS-2967,missing doxygen documentation libprocess socket interface,convert existing comments doxygen format,5
MESOS-2968,implement shared copy based provisioner backend,currently appc docker implemented copy backend logic input image name dependencies refactor one implementation shared provisioners appc docker reuse shared copy backend,3
MESOS-2971,implement overlayfs based provisioner backend,part image provisioning process call backend create root filesystem based image disk layout problem copy backend waste space bind deal one layer overlayfs backend allows utilize filesystem merge multiple filesystems one efficiently,5
MESOS-2972,serialize docker image spec protobuf,docker image specification defines schema metadata json puts image currently docker image provisioner needs able parse understand metadata json create protobuf equivelent schema utilize json protobuf conversion read validate metadata,3
MESOS-2973,ssl tests dont work gtestrepeat,commit bfafedafbeecacaf author joris van remoortere jorisvanremoorteregmailcom date wed jul mesos allow ssl tests run using gtestrepeat ssl ctx object carried settings reinitialize calls reconstruct object avoid state transition review,3
MESOS-2974,stout flags cant defaults reset,stout flags dont remember default values cant defaults reset makes hard reset flags defaults tests,5
MESOS-2980,allow runtime configuration returned provisioner,image specs also includes execution configuration env user ports etc support passing information image provisioner back containerizer,5
MESOS-2983,deprecating json extension slave endpoints url,remove json extension endpoints slavestatejson become slavestate,1
MESOS-2984,deprecating json extension files endpoints url,remove json extension endpoints filesbrowsejson become filesbrowse,1
MESOS-2986,docker version output compatible mesos,currently use docker version get docker version docker master branch soon docker output command changes solution use unchanged docker version output long term consider stop using cli use api instead,1
MESOS-2991,compilation error mac clang,compiling produces compilation errors mac based llvm looks like issue introduced aadebfcaffdfaaeda contrast commit message compiling gcc centos worked fine according release notes mesos support clang code rdpartylibprocessrdpartystouttestsostestscpp error conversion void const optionvoid ambiguous forkdosetsid greatgreatgranchild rdpartylibprocessrdpartystoutincludestoutoptionhpp note candidate constructor optionconst statesome rdpartylibprocessrdpartystoutincludestoutoptionhpp note candidate constructor optiont statesome tstdmovet rdpartylibprocessrdpartystoutincludestoutoptionhpp note candidate constructor void optionconst statesome code compiler version code version configured prefixapplicationsxcodeappcontentsdeveloperusr withgxxincludedirusrincludec apple llvm version clang based llvm svn target xappledarwin thread model posix code,1
MESOS-2993,document per container unique egress flow network queueing statistics,document new network isolation capabilities,3
MESOS-2995,standardize use path,per discussion mesos use path object standardized functions effectively use paths strings instead take paths functions modify return paths strings instead return paths extraneous uses pathvalue removed,3
MESOS-2997,ssl connection failure causes failed check,code run ssltestbasicsameprocess libeventsslsocketcpp check failed selfbev must non null code,3
MESOS-3001,create demo http api client,want create simple demo http api client java python serve example framework people want use new api frameworks scope fairly limited launching simple container task sufficient exercise new api endpoint messagescapabilities scope tbd nongoals create bestofbreed framework deliver specific functionality create integration test http api,8
MESOS-3002,rename optiontgetconst getorelse broke network isolator,change option get getorelse breaks network isolator building configure withnetworkisolator generates following error srcslavecontainerizerisolatorsnetworkportmappingcpp static member function static trymesosslaveisolator mesosinternalslaveportmappingisolatorprocesscreateconst mesosinternalslaveflags srcslavecontainerizerisolatorsnetworkportmappingcpp error matching function call optionstdbasicstringchar getconst char const flagsresourcesget srcslavecontainerizerisolatorsnetworkportmappingcpp note candidates file included rdpartylibprocessrdpartystoutincludestoutcheckhpp rdpartylibprocessincludeprocesscheckhpp rdpartylibprocessincludeprocesscollecthpp srcslavecontainerizerisolatorsnetworkportmappingcpp rdpartylibprocessrdpartystoutincludestoutoptionhpp note const optiontget const stdbasicstringchar const get const assertissome return rdpartylibprocessrdpartystoutincludestoutoptionhpp note candidate expects arguments provided rdpartylibprocessrdpartystoutincludestoutoptionhpp note optiontget stdbasicstringchar get assertissome return rdpartylibprocessrdpartystoutincludestoutoptionhpp note candidate expects arguments provided make slavecontainerizerisolatorsnetworklibmesosnordpartylaportmappinglo error make leaving directory homepbrettsandboxmesosmasterbuildsrc make check error make leaving directory homepbrettsandboxmesosmasterbuildsrc make checkrecursive error,1
MESOS-3004,design support running command executor provisioned image running task container,mesos containerizer uses command executor actually launch user defined command command executor communicate slave process lifecycle provision new container user specified image also need able run command executor container support semantics one approach dynamically mount static binary command executor dependencies special directory doesnt interfere provisioned root filesystem configure mesos containerizer run command executor directory,5
MESOS-3005,ssl tests fail depending hostname configuration,depending etchosts configured ssl tests fail bad hostname match certificate avoid explicitly matching hostname certificate used test,3
MESOS-3006,add cgroups memory stats api,cgroups api current expose stats memory namespace api would enable isolators use various fieldseg rss rsshuge writeback etc use cases like usage metrics,2
MESOS-3008,libevent ssl doesnt use epoll,currently disable epoll libevent allow ssl work would scalable didnt,8
MESOS-3009,reproduce systemd cgroup behavior,noticed systemd reorganizes cgroup hierarchy created mesos slave mesos longer able find cgroup also chance undoing isolation mesos slave puts place,5
MESOS-3012,support existing message passing optimization eventcall,see thread scheduler driver currently sends framework messages directly slave possible noformat master scheduler master slave executor driver driver skip master noformat slave always sends messages directly scheduler driver noformat scheduler master slave executor driver driver skip master noformat order scheduler driver receive events master needs enough information continue directly sending messages slaves previously accomplished sending slaves pid inside offer message code message resourceoffersmessage repeated offer offers repeated string pids code could add address offer protobuf provide scheduler driver information code message address required string required string hostname required uintt port http requests address must begin prefix required string pathprefix message offer required offerid required frameworkid frameworkid required slaveid slaveid required string hostname deprecated favor address optional address address obviates hostname code path prefix required testing purposes multiple slaves within process localhostslavestatejson localhostslavestatejson provides enough information allow scheduler driver continue directly send messages slaves unblocks mesos,1
MESOS-3013,extend containerinfo include networkinfo message,per design doc need enable frameworks specify network requirements proposed message could along lines code collection network request todokapil add highlevel explanationmotivation message networkinfo specify ipaddress requirement enum protocol ipv ipv todo document use field request ipv address ipv address optional protocol protocol statically assigned ips provided framework optional string ipaddress group name given set logicallyrelated ips allowed communicate within example one might want create separate groups dev testing prod deployment environments repeated string groups tag certain metadata used isolatoripam rack pop etc optional labels labels message containerinfo repeated networkinfo networkinfos message containerstatus repeated networkinfo networkinfos message taskstatus todo comment fact resolved container setup optional containerstatus container code,2
MESOS-3015,add hooks slave exits,hook triggered slave exits master hook module use slavespecific cleanups particular use case hook would trigger cleanup ips assigned given slave see design doc,2
MESOS-3016,add task status update hooks masterslave,task termination hooks needed taskspecific cleanup masterslave,3
MESOS-3018,mechanism messages master modules slave modules,slave module able send message master module viceversa allow outofband communication masterslave modules,8
MESOS-3020,expose major minor patch components stout version,stout version class expose version components preventing computations manipulation version information solution make major minor patch public,1
MESOS-3021,implement docker image provisioner reference store,create comprehensive store look image tags associated image layer implement add remove save update images associated tags,3
MESOS-3023,factoring pattern url generation,fetchertestcpp uses following code generating urls string url http netgethostnameprocessselfaddressipget stringifyprocessselfaddressport processselfid would good isolate code function replace code something like string url http endpointurlprocess uritest,1
MESOS-3024,http endpoint authn enabled merely specifying credentials,set credentials master framework slave authentication allowed required hand http authentication required authenticated endpoints currently shutdown means cannot enable framework slave authentication without also enabling http endpoint authentication undesirable framework slave authentication separate flags authenticate authenticateslaves require authentication would great also flag http authentication maybe get rid flags altogether rely acls determine unauthenticated principals even allowed authenticate endpointaction,8
MESOS-3025,scheduler driver drops reconciliation status updates due missing statusupdateuuid,process fixing mesos accidentally introduced nonbackwards compatible change statusupdateuuid required always set statusupdateuuid optional master setting mastergenerated updates scheduler driver ignores uuid masterdriver generated updates already suggest following fix rather setting statusupdateuuid set empty string ensure scheduler driver also ignores empty statusupdateuuids stop setting statusupdateuuid,3
MESOS-3026,processtestcache fails hangs,code run processtestcache rdpartylibprocesssrctestsprocesstestscpp failure value responsegetstatus actual expected modified failed processtestcache code tests finish running gtest framework fails terminate uses cpu,5
MESOS-3032,document containerizer launch,currently dont enough documentation containerizer component task adds documentation containerizer launch sequence mail goals diagrams state sequence class etc depicting containerizer launch process make documentation newbie friendly usable future design discussions,3
MESOS-3035,developer would like standard way run subprocess libprocess,part mesos mesos researching ability run subprocess capture stdout stderr along exit status code processsubprocess offers much functionality way still requires lot handiwork developers part would like abstract away ability pass string optional set commandline arguments collect output command bonus without blocking,3
MESOS-3037,add suppress call scheduler,suppress call complement current revive call inform mesos stop sending offers framework scheduler driver send call messages mesos deactivateframeworkmessage needs converted calls implement driver send suppress call followed decline call outstanding offers,3
MESOS-3038,resource offers contain unavailability given maintenance schedule,given schedule defined elsewhere resource offers affected slaves must include unavailability field maintenance schedule single slave held persistent storagemesos locally master srcmastermasterhpp code struct slave existing fields new field masterallocator access maintenances pendingdowntime code new field populated via api call see mesos unavailability field added masteroffer srcmastermastercpp code offermutableunavailabilitymergefromslavependingdowntime code possible tests pendingunavailibilitytest start master slave check unavailability offer none set unavailability future check offer unavailability,8
MESOS-3039,allow executors binding different slave binding,currently slave bind either loopback passed via flag launches containerized executor via mesos containerizer executor inherits binding slave due fact flags sets environment variable libprocessip passed executor inherits environment variable forced bind slave executor running containerized environment separate slave currently way forcing bind potential solution use executor environment decorator hooks update libprocessip environment variable executor,2
MESOS-3041,decline call include optional reason eventcall api,eventcall api decline call currently used frameworks reject resource offers case inverseoffers framework could give additional information operators andor allocator inverseoffer declined suppose cluster running consensus algorithm given inverseoffer one nodes may decline saying nodes verbosely specified inverseoffer would lower number active nodes quorum change requires following changes includemesosschedulerschedulerproto code message call message decline repeated offerid offerids optional filters filters add extra string offerid reasonsi offeridsi repeated string reasons code srcmastermastercpp change masterdecline either store reason log add declineoffer overload mesosschedulerdriver optional reason extend interface includemesosschedulerhpp addchange declineoffer method srcschedschedcpp,3
MESOS-3042,masterallocator send inverseoffers resources maintained,offers currently sent masterallocator framework via resourceoffersmessages inverseoffers roughly equivalent negative offers sent package srcmessagesmessagesproto code message resourceoffersmessage repeated offer offers repeated string pids new field inverseoffers repeated inverseoffer inverseoffers code sent inverseoffers tracked masters local state srcmastermasterhpp code struct slave existing fields active inverseoffers slave similar pattern offers field hashsetinverseoffer inverseoffers code one actor master allocator populate new inverseoffers field master srcmastermastercpp masteroffer resourceoffersmessage offer object constructed method could also check maintenance send inverseoffers allocator srcmasterallocatormesoshierarchicalhpp hierarchicalallocatorprocessallocate slave resources aggregated sent frameworks inverseoffers negative resources allocation could calculated method change masteroffer offercallback may necessary account negative resources possible tests inverseoffertest start master slave framework accept resource offer start task set maintenance schedule future check inverseoffers sent framework decline inverseoffer check inverseoffers sent accept inverseoffer check inverseoffers sent,8
MESOS-3043,master handle inverseoffers accept call eventcall api,inverseoffers similar offers accepted declined based offerid additional logic may neccesary masteraccept srcmastermastercpp gracefully handle acceptance inverseoffers inverseoffer needs removed set pending inverseoffers inverseoffer result errorswarnings note accepted inverseoffers preclude inverseoffers sent framework instead accepted inverseoffer merely signifies framework currently fine expected downtime,3
MESOS-3044,slaves deactivated upon reaching maintenance window,maintenance window reached slave deactivated prevent tasks utilizing slaves completely drained simply deactivate slave see masterdeactivateslave tasks explicitly declined inverseoffers theyve accepted understand inverseoffers send kill signals see masterkilltask slave tasks declined inverseoffers deactivate slave possible tests slavedrainedtest start master slave set maintenance check slave gets deactivated inverseofferagnostictest start master slave framework task run slave ignores inverseoffers set maintenance check task gets killed check slave gets deactivated inverseofferacceptancetest start master slave framework run task slave set maintenance future task accept inverseoffer check task gets killed slave gets deactivated inverseofferdeclinedtest start master slave framework run task slave set maintenance future task decline maintenance reason check task lives slave still active,8
MESOS-3045,maintenance information populated case failover,master starts master failed must repopulate maintenance information registry local state particularly masterrecover srcmastermastercpp changed process maintenance information,3
MESOS-3046,stouts uuid reseeds new random generator call uuidrandom,per stephanerb kevintss observations mesos stouts uuid abstraction reseeding random generator call uuidrandom really expensive confirmed perf graph mesos,3
